Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1990-03-29 05:00:00+00:00,22.560636520385746,22.560636520385746,22.560636520385746,22.560636520385746,978,0.0,0.0
1990-03-30 05:00:00+00:00,23.54153109144644,25.01287841796875,23.54153109144644,25.01287841796875,17972,0.0,0.0
1990-04-02 04:00:00+00:00,22.0701904296875,22.0701904296875,22.0701904296875,22.0701904296875,47,0.0,0.0
1990-04-03 04:00:00+00:00,22.0701904296875,22.0701904296875,22.0701904296875,22.0701904296875,0,0.0,0.0
1990-04-04 04:00:00+00:00,25.01287841796875,25.01287841796875,25.01287841796875,25.01287841796875,47,0.0,0.0
1990-04-05 04:00:00+00:00,25.012882997291516,25.012882997291516,23.786761452541374,24.27720832824707,1723,0.0,0.0
1990-04-06 04:00:00+00:00,24.27720832824707,24.27720832824707,24.27720832824707,24.27720832824707,0,0.0,0.0
1990-04-09 04:00:00+00:00,24.52242851257324,24.52242851257324,24.52242851257324,24.52242851257324,233,0.0,0.0
1990-04-10 04:00:00+00:00,24.522428661571524,25.01287894215315,22.07018596963378,22.80586051940918,10197,0.0,0.0
1990-04-11 04:00:00+00:00,22.07018913297603,22.07018913297603,21.089291915607955,21.579740524291992,4749,0.0,0.0
1990-04-12 04:00:00+00:00,21.579740524291992,22.560637741660067,21.579740524291992,21.579740524291992,233,0.0,0.0
1990-04-16 04:00:00+00:00,21.579739495376963,24.031982421875,21.579739495376963,24.031982421875,186,0.0,0.0
1990-04-17 04:00:00+00:00,24.03198356771218,24.03198356771218,21.579740524291992,21.579740524291992,931,0.0,0.0
1990-04-18 04:00:00+00:00,21.579740524291992,21.579740524291992,21.579740524291992,21.579740524291992,93,0.0,0.0
1990-04-19 04:00:00+00:00,21.579740524291992,21.579740524291992,21.579740524291992,21.579740524291992,0,0.0,0.0
1990-04-20 04:00:00+00:00,21.08928871154785,21.08928871154785,21.08928871154785,21.08928871154785,93,0.0,0.0
1990-04-23 04:00:00+00:00,21.08928871154785,21.08928871154785,21.08928871154785,21.08928871154785,0,0.0,0.0
1990-04-24 04:00:00+00:00,21.08928871154785,21.08928871154785,21.08928871154785,21.08928871154785,1723,0.0,0.0
1990-04-25 04:00:00+00:00,21.08928871154785,21.08928871154785,21.08928871154785,21.08928871154785,0,0.0,0.0
1990-04-26 04:00:00+00:00,21.33451621994997,21.579740524291992,21.33451621994997,21.579740524291992,2933,0.0,0.0
1990-04-27 04:00:00+00:00,21.57973724571887,21.57973724571887,21.08928871154785,21.08928871154785,2514,0.0,0.0
1990-04-30 04:00:00+00:00,21.82496833801269,21.82496833801269,21.82496833801269,21.82496833801269,1117,0.0,0.0
1990-05-01 04:00:00+00:00,21.82496833801269,21.82496833801269,21.82496833801269,21.82496833801269,0,0.0,0.0
1990-05-02 04:00:00+00:00,21.579740524291992,21.579740524291992,21.579740524291992,21.579740524291992,47,0.0,0.0
1990-05-03 04:00:00+00:00,21.579740524291992,22.07018913297603,21.579740524291992,21.579740524291992,14434,0.0,0.0
1990-05-04 04:00:00+00:00,21.579743994239458,21.82496833801269,21.579743994239458,21.82496833801269,931,0.0,0.0
1990-05-07 04:00:00+00:00,21.824966110937577,22.0701904296875,21.57974179218765,22.0701904296875,4656,0.0,0.0
1990-05-08 04:00:00+00:00,22.0701904296875,22.0701904296875,21.57974179218765,22.0701904296875,4889,0.0,0.0
1990-05-09 04:00:00+00:00,22.0701904296875,22.0701904296875,21.57974179218765,22.0701904296875,4656,0.0,0.0
1990-05-10 04:00:00+00:00,22.0701904296875,22.0701904296875,22.0701904296875,22.0701904296875,0,0.0,0.0
1990-05-11 04:00:00+00:00,22.07018913297603,23.541534959028144,21.579740524291992,21.579740524291992,3026,0.0,0.0
1990-05-14 04:00:00+00:00,21.579739356116544,22.560636520385746,21.579739356116544,22.560636520385746,1071,0.0,0.0
1990-05-15 04:00:00+00:00,23.54153251647949,23.54153251647949,23.54153251647949,23.54153251647949,1024,0.0,0.0
1990-05-16 04:00:00+00:00,23.541533684654937,23.541533684654937,21.579739356116544,22.560636520385746,466,0.0,0.0
1990-05-17 04:00:00+00:00,21.579740524291992,21.579740524291992,21.579740524291992,21.579740524291992,466,0.0,0.0
1990-05-18 04:00:00+00:00,22.070185835535323,24.52242851257324,22.070185835535323,24.52242851257324,4935,0.0,0.0
1990-05-21 04:00:00+00:00,24.52242851257324,24.52242851257324,22.560634370942907,24.52242851257324,1816,0.0,0.0
1990-05-22 04:00:00+00:00,24.522429632074715,24.522429632074715,22.56063540088427,23.54153251647949,2188,0.0,0.0
1990-05-23 04:00:00+00:00,23.54153251647949,23.54153251647949,23.54153251647949,23.54153251647949,0,0.0,0.0
1990-05-24 04:00:00+00:00,22.560636520385746,22.560636520385746,22.560636520385746,22.560636520385746,140,0.0,0.0
1990-05-25 04:00:00+00:00,23.051084518432617,23.54153308813982,23.051084518432617,23.051084518432617,140,0.0,0.0
1990-05-29 04:00:00+00:00,23.541531441758075,24.52242851257324,23.541531441758075,24.52242851257324,2188,0.0,0.0
1990-05-30 04:00:00+00:00,24.52242851257324,25.50332558338841,24.52242851257324,24.52242851257324,1257,0.0,0.0
1990-05-31 04:00:00+00:00,24.522429313176332,25.503326416015625,24.522429313176332,25.503326416015625,1956,0.0,0.0
1990-06-01 04:00:00+00:00,25.503326416015625,25.503326416015625,25.503326416015625,25.503326416015625,0,0.0,0.0
1990-06-04 04:00:00+00:00,25.50332319928407,26.97467041015625,25.012876451918544,26.97467041015625,6472,0.0,0.0
1990-06-05 04:00:00+00:00,26.97467041015625,28.44601587883453,25.9937734310374,26.97467041015625,5075,0.0,0.0
1990-06-06 04:00:00+00:00,26.974677420576068,27.955574654619245,26.974677420576068,27.465126037597656,20067,0.0,0.0
1990-06-07 04:00:00+00:00,27.465123000758137,28.446020126342773,26.974674437965817,28.446020126342773,140,0.0,0.0
1990-06-08 04:00:00+00:00,28.44601587883453,28.44601587883453,26.97467041015625,26.97467041015625,559,0.0,0.0
1990-06-11 04:00:00+00:00,26.97467205677931,27.46512057627733,26.97467205677931,27.21989631652832,2468,0.0,0.0
1990-06-12 04:00:00+00:00,26.97467041015625,26.97467041015625,26.97467041015625,26.97467041015625,186,0.0,0.0
1990-06-13 04:00:00+00:00,26.974675151002096,29.42691802978516,26.974675151002096,29.42691802978516,3259,0.0,0.0
1990-06-14 04:00:00+00:00,28.936465557228946,28.936465557228946,27.465121681709388,27.955570220947266,2049,0.0,0.0
1990-06-15 04:00:00+00:00,27.955570220947266,28.446018760185147,27.955570220947266,27.955570220947266,559,0.0,0.0
1990-06-18 04:00:00+00:00,27.955570220947266,27.955570220947266,27.955570220947266,27.955570220947266,0,0.0,0.0
1990-06-19 04:00:00+00:00,27.9555745437786,29.426920389009645,27.9555745437786,28.93647003173828,698,0.0,0.0
1990-06-20 04:00:00+00:00,28.936465557228946,28.936465557228946,27.955570220947266,27.955570220947266,13782,0.0,0.0
1990-06-21 04:00:00+00:00,27.955570220947266,28.936465557228946,27.955570220947266,27.955570220947266,10523,0.0,0.0
1990-06-22 04:00:00+00:00,27.9555745437786,28.93647003173828,27.9555745437786,28.93647003173828,18764,0.0,0.0
1990-06-25 04:00:00+00:00,28.936467711834336,29.42691802978516,27.46512372675871,29.42691802978516,22954,0.0,0.0
1990-06-26 04:00:00+00:00,29.42691802978516,29.42691802978516,29.42691802978516,29.42691802978516,0,0.0,0.0
1990-06-27 04:00:00+00:00,28.93647003173828,28.93647003173828,28.93647003173828,28.93647003173828,93,0.0,0.0
1990-06-28 04:00:00+00:00,28.93647003173828,28.93647003173828,28.93647003173828,28.93647003173828,0,0.0,0.0
1990-06-29 04:00:00+00:00,28.93646262620005,28.93646262620005,26.97467041015625,26.97467041015625,4516,0.0,0.0
1990-07-02 04:00:00+00:00,27.465126037597656,27.955574654619245,27.465126037597656,27.465126037597656,20626,0.0,0.0
1990-07-03 04:00:00+00:00,27.955570220947266,28.936465557228946,27.955570220947266,27.955570220947266,1630,0.0,0.0
1990-07-05 04:00:00+00:00,28.446020126342773,28.446020126342773,28.446020126342773,28.446020126342773,279,0.0,0.0
1990-07-06 04:00:00+00:00,28.446020126342773,28.446020126342773,28.446020126342773,28.446020126342773,1397,0.0,0.0
1990-07-09 04:00:00+00:00,27.4651239690072,27.4651239690072,25.99377822875977,25.99377822875977,3539,0.0,0.0
1990-07-10 04:00:00+00:00,26.48422286103955,28.446018760185147,26.48422286103955,27.955570220947266,35572,0.0,0.0
1990-07-11 04:00:00+00:00,27.955574844383044,28.93647034289023,27.465126224032264,28.691246032714844,17786,0.0,0.0
1990-07-12 04:00:00+00:00,28.691244133437536,31.38871310899654,28.446021581689536,30.40781593322754,13782,0.0,0.0
1990-07-13 04:00:00+00:00,28.446020126342773,28.446020126342773,25.993777312381184,28.446020126342773,7217,0.0,0.0
1990-07-16 04:00:00+00:00,27.955570220947266,27.955570220947266,25.99377606399575,27.955570220947266,10802,0.0,0.0
1990-07-17 04:00:00+00:00,28.44602087827193,29.42691802978516,28.44602087827193,29.42691802978516,52147,0.0,0.0
1990-07-18 04:00:00+00:00,29.42691228709491,32.36960316736563,28.446015327004677,31.38870620727539,22954,0.0,0.0
1990-07-19 04:00:00+00:00,31.38871887872618,32.36961623479921,31.38871887872618,31.87916755676269,23280,0.0,0.0
1990-07-20 04:00:00+00:00,31.87915373793003,32.36960220336914,31.388705272490917,32.36960220336914,1490,0.0,0.0
1990-07-23 04:00:00+00:00,32.36960316736563,32.36960316736563,31.38870620727539,31.38870620727539,26446,0.0,0.0
1990-07-24 04:00:00+00:00,31.388710853874684,31.388710853874684,30.40781374857823,30.653038024902344,33616,0.0,0.0
1990-07-25 04:00:00+00:00,30.653038658908205,31.38871150309668,28.446020126342773,28.446020126342773,69887,0.0,0.0
1990-07-26 04:00:00+00:00,28.446021581689536,30.40781593322754,28.446021581689536,30.40781593322754,48609,0.0,0.0
1990-07-27 04:00:00+00:00,30.407814377512047,30.407814377512047,28.446020126342773,28.446020126342773,279,0.0,0.0
1990-07-30 04:00:00+00:00,28.446018760185147,29.91736437789878,27.955570220947266,27.955570220947266,3399,0.0,0.0
1990-07-31 04:00:00+00:00,27.95557254908968,27.95557254908968,25.503327906483065,25.99377822875977,30078,0.0,0.0
